UF,MUNICIPIO_NORM,LEITOS_SUS,POPULAÇÃO ESTIMADA,LEITOS_TOTAL_PER_THOUSAND
PA,canaa dos carajas,109,89524.0,1.2175506009561683
RS,uruguaiana,147,120819.0,1.2166960494624188
PE,tamandare,30,24670.0,1.2160518848804216
MS,dois irmaos do buriti,14,11521.0,1.2151722940716951
MG,guaxupe,64,52744.0,1.2134081601698772
RN,parazinho,6,4945.0,1.2133468149646107
GO,pirenopolis,34,28028.0,1.2130726416440702
ES,iuna,37,30556.0,1.210891477942139
MG,joao pinheiro,59,48725.0,1.210877373011801
RN,vila flor,4,3304.0,1.2106537530266344
MG,agua boa,15,12391.0,1.2105560487450568
SP,mogi guacu,194,160318.0,1.2100949363140758
SP,monte alto,59,48758.0,1.2100578366627015
AM,ipixuna,31,25629.0,1.20956728705763
AL,rio largo,118,97658.0,1.2082983472936164
CE,santana do cariri,21,17391.0,1.2075211316198033
SP,ferraz de vasconcelos,225,186479.0,1.20657017680275
CE,iraucuba,30,24867.0,1.2064181445288937
BA,paratinga,37,30680.0,1.2059973924380705
RN,jardim de angicos,3,2488.0,1.2057877813504825
PE,buenos aires,16,13276.0,1.2051822838204278
PA,jacareacanga,32,26579.0,1.2039580119643327
PB,brejo dos santos,7,5816.0,1.203576341127923
SP,araraquara,305,253474.0,1.203279231794977
PE,oroco,17,14129.0,1.2031990940618587
AM,sao gabriel da cachoeira,69,57396.0,1.2021743675517458
MG,juruaia,14,11652.0,1.201510470305527
SP,cubatao,138,114870.0,1.2013580569339253
MG,mateus leme,49,40814.0,1.200568432400647
AM,beruri,27,22495.0,1.2002667259390976
MG,varzelandia,23,19210.0,1.1972930765226444
MS,bataguassu,29,24222.0,1.1972586904467015
BA,santo estevao,66,55146.0,1.1968229790011968
PE,xexeu,14,11699.0,1.1966834772202752
MA,ze doca,50,41815.0,1.1957431543704413
RS,triunfo,34,28435.0,1.1957095129242132
MA,paulino neves,21,17578.0,1.1946751621344862
SC,indaial,93,77888.0,1.1940221857025473
SP,junqueiropolis,25,20939.0,1.1939443144371746
MG,muzambinho,27,22620.0,1.1936339522546418
MG,joao monlevade,100,83791.0,1.1934455967824706
PB,gurjao,4,3352.0,1.1933174224343677
PI,joaquim pires,17,14265.0,1.1917280056081319
PE,terra nova,11,9231.0,1.191636875744773
BA,macaubas,52,43653.0,1.1912125168946006
BA,senhor do bonfim,93,78090.0,1.1909335382251247
RN,caicara do rio do vento,4,3360.0,1.1904761904761907
PI,palmeirais,16,13458.0,1.1888839352058256
PI,sao jose do piaui,8,6733.0,1.1881776325560671
RJ,duque de caxias,1029,866225.0,1.1879130710843027
RR,alto alegre,28,23589.0,1.1869939378523888
MS,ponta pora,117,98598.0,1.1866366457737478
BA,livramento de nossa senhora,55,46376.0,1.1859582542694496
BA,macarani,27,22768.0,1.185874912157414
MT,guaranta do norte,37,31209.0,1.1855554487487585
PE,cha de alegria,16,13496.0,1.1855364552459988
SP,guaira,48,40489.0,1.185507174788214
RJ,itaguai,147,124021.0,1.1852831375331596
MA,icatu,30,25332.0,1.1842728564661298
MG,sao goncalo do sapucai,29,24497.0,1.1838184267461322
SP,guarulhos,1597,1349100.0,1.1837521310503298
PA,floresta do araguaia,22,18595.0,1.1831137402527563
GO,maurilandia,12,10145.0,1.1828486939379004
PI,lagoa alegre,10,8464.0,1.1814744801512287
SP,itapetininga,194,164256.0,1.1810831872199492
PI,santo antonio de lisboa,7,5930.0,1.1804384485666106
PA,sao miguel do guama,66,55970.0,1.1792031445417188
RS,novo hamburgo,278,235802.0,1.1789552251465212
PA,anapu,42,35638.0,1.1785173129805264
ES,atilio vivacqua,13,11046.0,1.1768966141589714
AM,nhamunda,25,21251.0,1.176415227518705
BA,jussara,20,17007.0,1.1759863585582409
PI,canavieira,4,3404.0,1.1750881316098707
PE,jatoba,17,14477.0,1.1742764384886373
BA,rio de contas,16,13634.0,1.1735367463693707
MS,agua clara,21,17901.0,1.173118820177644
SP,itarare,53,45213.0,1.1722292261075353
MG,unai,107,91320.0,1.1717038983793255
BA,mucuri,47,40114.0,1.1716607668145784
RS,carlos barbosa,37,31585.0,1.171442140256451
MG,carmo do paranaiba,35,29885.0,1.1711560983771123
MA,trizidela do vale,27,23097.0,1.1689829848032212
BA,lagoa real,17,14550.0,1.168384879725086
GO,indiara,21,17985.0,1.1676396997497915
SP,cesario lange,23,19707.0,1.1670979854873902
PE,sao joao,29,24895.0,1.1648925487045592
PE,mirandiba,17,14605.0,1.1639849366655255
PE,jatauba,19,16328.0,1.1636452719255266
MA,buriticupu,66,56733.0,1.163344085452911
MG,sao gotardo,51,43851.0,1.1630293493876993
BA,boquira,23,19782.0,1.1626731371954302
BA,pocoes,59,50773.0,1.1620349398302245
MT,pedra preta,22,18946.0,1.1611949751926527
PR,curiuva,16,13784.0,1.1607661056297156
SP,capao bonito,55,47409.0,1.1601172773102153
MA,sao joao do soter,20,17253.0,1.159218686605228
SC,canoinhas,66,56948.0,1.1589520264100583
PA,sao caetano de odivelas,20,17258.0,1.1588828369451847
PA,sao sebastiao da boa vista,32,27651.0,1.1572818342917073
SP,piracicaba,510,440835.0,1.156895437068291
MG,leopoldina,61,52739.0,1.1566392991903525
RS,flores da cunha,37,32015.0,1.1557082617523036
AP,pedra branca do amapari,16,13888.0,1.152073732718894
PI,brasileira,10,8684.0,1.1515430677107323
MG,pedro leopoldo,75,65174.0,1.1507656427409703
SP,tanabi,30,26071.0,1.1507038471865292
MG,pitangui,32,27834.0,1.1496730617230726
PB,pedras de fogo,36,31356.0,1.1481056257175661
GO,anicuns,21,18306.0,1.1471648639790233
PE,itambe,42,36652.0,1.145912910618793
PE,joao alfredo,33,28842.0,1.1441647597254005
AL,atalaia,44,38480.0,1.1434511434511436
GO,porangatu,52,45512.0,1.1425558094568466
MT,alta floresta,71,62158.0,1.142250394156826
PA,mocajuba,33,28903.0,1.1417499913503788
BA,tremedal,19,16646.0,1.1414153550402497
MA,jenipapo dos vieiras,20,17529.0,1.140966398539563
CE,marco,31,27177.0,1.1406704198403061
MG,sete lagoas,272,238909.0,1.1385088046076122
RS,sao leopoldo,257,225737.0,1.1384930250689964
BA,campo alegre de lourdes,37,32500.0,1.1384615384615384
BA,buritirama,23,20221.0,1.137431383215469
RJ,teresopolis,201,176735.0,1.1372959515659038
MG,conselheiro lafaiete,158,138946.0,1.137132411152534
MT,juara,41,36089.0,1.136080246058356
PE,altinho,24,21134.0,1.135610864010599
PR,bela vista do paraiso,17,14982.0,1.1346949672940863
PE,angelim,12,10591.0,1.133037484656784
SC,chapeco,320,282648.0,1.1321502363363618
SP,jose bonifacio,43,37992.0,1.1318172246788798
SP,francisco morato,194,171476.0,1.1313536588210595
RJ,casimiro de abreu,55,48636.0,1.1308495764454314
AM,maues,75,66336.0,1.1306078147612155
MG,merces,12,10615.0,1.1304757418747058
SP,santa maria da serra,6,5308.0,1.1303692539562924
MA,humberto de campos,30,26550.0,1.1299435028248588
PA,barcarena,157,139076.0,1.1288791739768183
PI,uniao,54,47896.0,1.1274427927175548
BA,itiuba,40,35490.0,1.127078050154973
RO,espigao d'oeste,37,32842.0,1.1266061750197918
BA,coracao de maria,32,28408.0,1.1264432554210082
MG,candeias,16,14211.0,1.1258883963127155
MA,candido mendes,23,20440.0,1.1252446183953033
PA,monte alegre,72,64002.0,1.1249648448485985
BA,formosa do rio preto,31,27567.0,1.1245329560706643
MG,areado,16,14229.0,1.1244641225665895
GO,bom jesus de goias,28,24925.0,1.1233701103309928
BA,eunapolis,136,121067.0,1.1233449247111102
PE,ribeirao,38,33843.0,1.1228319002452503
PE,bonito,44,39212.0,1.122105477914924
RN,pendencias,14,12499.0,1.1200896071685735
SP,jundiai,517,463039.0,1.1165366200255271
MA,presidente sarney,20,17925.0,1.1157601115760112
SP,nova odessa,72,64596.0,1.114620100315809
BA,ibirapitanga,30,26917.0,1.1145372812720584
PE,panelas,26,23337.0,1.1141106397566096
SP,cunha,25,22460.0,1.1130899376669634
AC,feijo,42,37764.0,1.1121703209405784
BA,euclides da cunha,72,64768.0,1.1116600790513835
PA,nova ipixuna,16,14400.0,1.1111111111111112
PR,itaperucu,37,33310.0,1.1107775442809966
SP,borborema,16,14405.0,1.1107254425546687
RO,costa marques,15,13510.0,1.1102886750555143
SP,laranjal paulista,30,27044.0,1.1093033574914952
PI,aroazes,6,5413.0,1.1084426380934786
SP,paranapanema,22,19853.0,1.1081448647559562
RJ,barra mansa,201,181679.0,1.1063469085585014
PA,maracana,30,27129.0,1.1058277120424638
SP,piedade,60,54266.0,1.10566468875539
BA,campo formoso,83,75112.0,1.1050165086803707
SP,altinopolis,19,17197.0,1.1048438681165318
MG,congonhas,61,55272.0,1.1036329425387177
SP,andradina,68,61625.0,1.103448275862069
MA,pirapemas,20,18132.0,1.1030222810500772
BA,tanhacu,24,21787.0,1.1015743333180337
MG,betim,475,431433.0,1.1009820760118025
MS,ivinhema,33,30001.0,1.0999633345555149
SP,potirendaba,21,19097.0,1.0996491595538564
GO,bela vista de goias,41,37305.0,1.0990483849349955
PA,concordia do para,31,28270.0,1.0965688008489565
BA,saubara,13,11859.0,1.0962138460241166
BA,rafael jambeiro,22,20081.0,1.095562969971615
MA,olho d'agua das cunhas,20,18288.0,1.0936132983377078
RJ,tres rios,90,82319.0,1.0933077418335986
SP,sao joao da boa vista,105,96080.0,1.0928393005828476
PI,alto longa,15,13729.0,1.0925777551169058
PI,cocal,32,29302.0,1.092075626237117
MG,ibiraci,12,10996.0,1.0913059294288832
RS,estancia velha,54,49499.0,1.0909311299218167
PA,faro,10,9167.0,1.0908694229300753
MT,barra do bugres,32,29406.0,1.0882132898048016
MG,santos dumont,47,43218.0,1.087509833865519
SP,indaiatuba,293,269657.0,1.0865655258346714
RN,vera cruz,12,11053.0,1.0856780964444042
MG,barao de cocais,35,32264.0,1.0848003967270023
BA,presidente dutra,17,15677.0,1.0843911462652294
MA,urbano santos,37,34143.0,1.083677474152828
MT,barra do garcas,80,73878.0,1.0828663472210942
MG,santa rita do sapucai,46,42517.0,1.0819201731072277
PI,joca marques,6,5552.0,1.080691642651297
RO,chupinguaia,11,10191.0,1.0793837699931312
PA,viseu,67,62189.0,1.0773609480776343
MG,lagoa da prata,58,53927.0,1.075528028631298
PE,sao bento do una,55,51165.0,1.0749535815498876
PB,sao jose de piranhas,21,19561.0,1.0735647461786209
AM,tefe,86,80137.0,1.0731622097158615
CE,beberibe,60,55977.0,1.071868803258481
PE,quipapa,19,17731.0,1.071569567424285
MA,santa luzia,63,58839.0,1.070718401060521
SP,itapevi,260,242995.0,1.0699808638037818
MG,sacramento,30,28076.0,1.0685282803818208
MA,alcantara,20,18721.0,1.068319000053416
ES,itaguacu,15,14042.0,1.0682238997293834
PA,sao domingos do araguaia,23,21555.0,1.0670378102528417
MT,vila rica,21,19686.0,1.0667479427003963
MG,nova resende,18,16919.0,1.063892665051126
CE,martinopole,12,11280.0,1.0638297872340425
ES,muniz freire,20,18809.0,1.06332075070445
PA,cameta,154,144859.0,1.0631027412863543
SP,serra negra,33,31047.0,1.0629046284665185
PA,obidos,59,55527.0,1.0625461487204424
SP,ibitinga,66,62143.0,1.0620665239850022
PE,jupi,17,16022.0,1.0610410685307703
PE,custodia,42,39609.0,1.0603650685450277
MG,para de minas,109,102844.0,1.0598576484773055
RN,itaja,8,7551.0,1.059462322871143
AC,porto walter,12,11333.0,1.058854672196241
MG,antonio carlos,12,11350.0,1.0572687224669604
MA,turilandia,35,33219.0,1.053613895662121
ES,ibatiba,29,27543.0,1.052899103220419
PE,santa maria da boa vista,45,42782.0,1.0518442335561684
PR,dois vizinhos,50,47589.0,1.0506629683330182
BA,correntina,36,34266.0,1.0506040973559798
SP,macatuba,18,17140.0,1.0501750291715286
SC,massaranduba,19,18122.0,1.0484493985211347
TO,brejinho de nazare,5,4774.0,1.0473397570171763
SP,sao carlos,279,266427.0,1.0471911630577981
PE,buique,56,53489.0,1.0469442315242385
BA,anage,28,26745.0,1.0469246588147318
CE,itarema,48,45852.0,1.0468463752944255
MA,brejo,37,35354.0,1.04655767381343
SC,pinhalzinho,25,23897.0,1.046156421308114
ES,pancas,20,19120.0,1.0460251046025104
MT,sapezal,34,32514.0,1.0457033893092205
ES,piuma,25,23912.0,1.0455001672800268
RS,canela,53,50715.0,1.0450557034407966
SP,piracaia,28,26795.0,1.0449710766934128
CE,ipueiras,40,38287.0,1.044741034815995
BA,anguera,12,11490.0,1.0443864229765012
PR,cerro azul,17,16287.0,1.0437772456560446
PE,joaquim nabuco,14,13416.0,1.0435301132975552
PI,caracol,11,10546.0,1.0430494974397877
MS,anaurilandia,8,7688.0,1.040582726326743
SP,itabera,19,18263.0,1.0403548157476865
BA,porto seguro,190,182630.0,1.0403548157476865
BA,cotegipe,14,13463.0,1.0398870979722201
BA,prado,39,37533.0,1.0390856046678922
SP,salto de pirapora,47,45262.0,1.038398656709823
MA,sao bento,50,48166.0,1.0380766515799527
GO,pires do rio,35,33736.0,1.0374673938819066
ES,conceicao da barra,30,28923.0,1.0372368011617052
PI,anisio de abreu,10,9649.0,1.036376826614157
MG,porteirinha,40,38692.0,1.0338054378166028
PI,bom principio do piaui,6,5805.0,1.0335917312661498
CE,maracanau,260,251613.0,1.0333329358975887
PR,mambore,14,13551.0,1.0331340860453102
ES,nova venecia,54,52324.0,1.032031190275973
PR,tijucas do sul,19,18458.0,1.0293639614259398
MS,antonio joao,10,9717.0,1.0291242152927857
AC,rodrigues alves,16,15560.0,1.0282776349614395
MG,januaria,69,67123.0,1.027963589231709
PB,juazeirinho,18,17520.0,1.0273972602739725
MA,capinzal do norte,12,11681.0,1.0273093057101275
AM,novo aripuana,26,25325.0,1.0266535044422507
SP,caieiras,101,98549.0,1.0248708764168077
MT,nova ubirata,10,9760.0,1.0245901639344264
MA,mirador,22,21536.0,1.0215453194650819
RN,barauna,29,28415.0,1.0205877177547071
MG,lagoa formosa,20,19614.0,1.0196798205363518
CE,quixere,22,21659.0,1.015744032503809
PA,itupiranga,53,52201.0,1.0153062201873528
MG,sao francisco,55,54223.0,1.0143297124836324
MT,dom aquino,8,7890.0,1.0139416983523446
MA,vargem grande,45,44444.0,1.0125101251012512
RJ,cabo frio,241,238438.0,1.0107449315964736
CE,morrinhos,24,23747.0,1.0106539773445065
MA,aldeias altas,24,23776.0,1.009421265141319
MG,arcos,44,43653.0,1.0079490527569697
SP,neves paulista,10,9953.0,1.0047221943132723
MA,vitoria do mearim,32,31859.0,1.0044257509651904
SP,jacarei,252,250952.0,1.0041760974210208
MA,sao bernardo,28,27910.0,1.0032246506628448
RJ,nilopolis,156,155500.0,1.0032154340836013
SP,ribeirao branco,19,18942.0,1.0030619786717347
RS,xangri-la,17,16949.0,1.0030090270812437
BA,entre rios,40,39890.0,1.002757583354224
MA,bom jardim,34,33936.0,1.0018859028760019
MG,divinopolis,244,243583.0,1.0017119421306084
PR,palmeira,35,34948.0,1.0014879249170197
PA,tome-acu,73,73058.0,0.9992061102138028
PE,manari,27,27046.0,0.998299193965836
RN,carnaubais,10,10026.0,0.997406742469579
MG,coromandel,30,30114.0,0.9962143853357243
BA,santanopolis,9,9035.0,0.9961261759822913
SP,urupes,14,14073.0,0.9948127620265756
MS,laguna carapa,7,7037.0,0.9947420775898821
PR,primeiro de maio,10,10064.0,0.9936406995230523
PR,sao sebastiao da amoreira,8,8063.0,0.9921865310678407
SC,biguacu,83,83756.0,0.990973780982855
PI,colonia do piaui,7,7067.0,0.9905193151266448
RN,parana,4,4048.0,0.9881422924901185
RN,baia formosa,9,9115.0,0.9873834339001646
PR,sertanopolis,16,16210.0,0.987045033929673
AL,matriz de camaragibe,24,24331.0,0.9863959557765813
RN,afonso bezerra,11,11158.0,0.9858397562287149
BA,carinhanha,30,30439.0,0.9855777128026544
CE,apuiares,13,13193.0,0.9853710300917152
SC,correia pinto,16,16253.0,0.9844336430197501
RN,sao tome,10,10161.0,0.9841551028442082
RJ,sapucaia,18,18291.0,0.9840905363293422
AM,careiro da varzea,20,20324.0,0.98405825624877
BA,crisopolis,20,20346.0,0.982994200334218
PA,sao domingos do capim,32,32554.0,0.9829821220126559
MA,conceicao do lago-acu,15,15278.0,0.9818039010341668
PE,caetes,30,30571.0,0.9813221680677767
RN,governador dix-sept rosado,12,12231.0,0.9811135638950208
SC,guaramirim,50,51009.0,0.9802191770079791
SP,osasco,744,759524.0,0.979560882868744
BA,camacari,315,321636.0,0.9793679811961349
BA,ibipitanga,14,14317.0,0.9778584899071034
RS,bento goncalves,125,127977.0,0.9767380076107426
MT,nova bandeirantes,14,14340.0,0.9762900976290098
CE,eusebio,80,82016.0,0.9754194303550526
BA,bonito,16,16425.0,0.974124809741248
MG,monte belo,13,13347.0,0.9740016483104817
PA,maraba,283,290975.0,0.9725921470916745
SP,indiapora,4,4113.0,0.9725261366399222
MA,codo,115,118283.0,0.9722445321812939
SP,mineiros do tiete,11,11322.0,0.9715597950892068
MG,santa barbara,31,31916.0,0.9712996616117308
MT,lucas do rio verde,93,95792.0,0.9708535159512276
AM,labrea,48,49469.0,0.9703046352261012
RN,bom jesus,10,10308.0,0.9701202949165697
SP,sao bernardo do campo,816,841154.0,0.9700958445183641
BA,gandu,33,34051.0,0.9691345334938769
MS,anastacio,24,24781.0,0.9684839191315928
BA,andorinha,15,15491.0,0.9683041766186818
MG,jacutinga,26,26888.0,0.9669741148467718
BA,serra do ramalho,35,36252.0,0.9654639744014124
RJ,conceicao de macabu,21,21770.0,0.9646302250803859
PI,dirceu arcoverde,7,7259.0,0.9643201542912248
MG,arceburgo,9,9335.0,0.96411355115158
CE,aratuba,11,11427.0,0.9626323619497681
MG,martinho campos,14,14546.0,0.9624639076034649
CE,novo oriente,28,29097.0,0.9622985187476372
CE,banabuiu,17,17667.0,0.9622459953585781
MG,matozinhos,38,39529.0,0.9613195375547067
PR,santo antonio do sudoeste,24,24980.0,0.9607686148919136
PE,calcado,11,11453.0,0.9604470444425042
RJ,marica,204,212470.0,0.9601355485480303
MT,tapurah,15,15638.0,0.9592019439826065
PE,goiana,82,85497.0,0.9590979800460835
RN,sao jose de mipibu,48,50053.0,0.9589834775138354
PB,lagoa seca,28,29209.0,0.958608648019446
AM,autazes,44,45960.0,0.9573542210617929
MS,maracaju,46,48073.0,0.9568780812514301
AM,itacoatiara,109,113917.0,0.9568369953562682
SP,tabapua,11,11498.0,0.9566881196729866
PE,exu,32,33486.0,0.9556232455354476
PE,capoeiras,18,18854.0,0.9547045719741168
CE,carnaubal,17,17815.0,0.954252034802133
PA,colares,13,13625.0,0.9541284403669724
BA,araci,48,50308.0,0.954122604754711
ES,guarapari,130,136311.0,0.953701462097703
MT,canarana,27,28324.0,0.9532551899449231
SP,cachoeira paulista,31,32534.0,0.9528493268580562
MA,anajatuba,25,26250.0,0.9523809523809523
PR,tunas do parana,6,6304.0,0.9517766497461929
MT,santo antonio do leverger,16,16839.0,0.950175188550389
SP,santo andre,743,782048.0,0.9500695609476656
CE,ocara,24,25272.0,0.9496676163342831
MG,itauna,98,103272.0,0.9489503447207375
SP,pilar do sul,27,28459.0,0.9487332653993463
MG,ervalia,20,21091.0,0.9482717746906263
RN,florania,10,10556.0,0.9473285335354301
AP,porto grande,18,19048.0,0.9449811003779924
MG,perdizes,17,17992.0,0.9448643841707426
PA,novo progresso,35,37054.0,0.9445673881362336
BA,jitauna,14,14824.0,0.9444144630329196
SP,pindamonhangaba,163,172681.0,0.9439370863036466
BA,jacobina,82,86896.0,0.9436567851224452
BA,uaua,24,25449.0,0.9430625957797949
PR,morretes,18,19089.0,0.9429514380009429
CE,guaraciaba do norte,42,44565.0,0.9424436216762033
PB,itapororoca,18,19165.0,0.9392121054004696
BA,oliveira dos brejinhos,20,21323.0,0.9379543216245368
MA,barreirinhas,64,68234.0,0.937948823167336
MG,presidente olegario,18,19192.0,0.9378907878282617
TO,figueiropolis,5,5334.0,0.9373828271466067
PI,redencao do gurgueia,8,8565.0,0.9340338587273789
MG,tres marias,28,29985.0,0.9338002334500584
CE,fortim,17,18213.0,0.9333992203371219
MG,santa maria de itabira,10,10718.0,0.933009889904833
SP,olimpia,53,56874.0,0.9318845166508423
PE,trindade,30,32257.0,0.9300306910128033
MS,brasilandia,11,11833.0,0.929603650807065
PE,lajedo,39,41960.0,0.9294566253574833
PE,pedra,22,23671.0,0.9294072916226607
SC,xaxim,32,34485.0,0.9279396839205453
PA,muana,46,49648.0,0.9265227199484369
RN,caicara do norte,6,6479.0,0.9260688377836086
SP,pompeia,19,20520.0,0.9259259259259259
RN,upanema,13,14048.0,0.9253986332574032
BA,sao goncalo dos campos,39,42171.0,0.9248061464039269
MG,pompeu,30,32441.0,0.9247557103665115
MS,gloria de dourados,10,10817.0,0.9244707405010631
GO,campinorte,12,12983.0,0.9242856042517138
RJ,nova iguacu,778,843220.0,0.9226536372476933
AM,jutai,26,28202.0,0.921920431175094
PI,batalha,25,27129.0,0.9215230933687198
MA,ribamar fiquene,7,7601.0,0.9209314563873174
AL,sao jose da tapera,29,31569.0,0.9186226994836707
PE,igarassu,113,123017.0,0.9185722298544103
RN,joao camara,32,34849.0,0.9182472954747626
PR,rio branco do sul,37,40308.0,0.9179319241837848
BA,angical,13,14178.0,0.9169135280011285
PA,irituia,30,32740.0,0.916310323762981
SP,boa esperanca do sul,12,13113.0,0.9151223976206818
SP,joanopolis,12,13131.0,0.9138679460817912
BA,erico cardoso,10,10947.0,0.9134922809902257
BA,irara,27,29572.0,0.9130258352495604
BA,gongogi,5,5479.0,0.9125752874612155
AL,sao luis do quitunde,29,31785.0,0.912380053484348
SP,conchas,14,15345.0,0.9123492994460737
BA,itatim,15,16454.0,0.9116324298043029
BA,queimadas,25,27429.0,0.9114440920193956
MS,itapora,23,25263.0,0.9104223568063967
SP,nazare paulista,17,18675.0,0.9103078982597055
PE,bom conselho,42,46202.0,0.9090515562096879
MA,santa rita,35,38542.0,0.9081002542680713
MG,prata,27,29745.0,0.9077155824508321
AM,rio preto da eva,23,25364.0,0.9067970351679546
CE,tejucuoca,16,17646.0,0.9067210699308625
SC,sao joao batista,32,35336.0,0.905592030790129
MS,miranda,24,26512.0,0.9052504526252263
PA,salinopolis,44,48663.0,0.9041777120193987
CE,massape,36,39840.0,0.9036144578313253
PA,cachoeira do arari,23,25467.0,0.9031295401892645
PE,ibimirim,26,28825.0,0.9019947961838682
MA,bequimao,18,19968.0,0.9014423076923077
MG,ouro fino,30,33285.0,0.9013068949977467
TO,araguatins,30,33286.0,0.9012798173406237
RN,nova cruz,32,35523.0,0.9008248177237282
MS,bodoquena,8,8887.0,0.900191290649263
MS,aral moreira,10,11125.0,0.8988764044943821
PA,goianesia do para,24,26703.0,0.8987754184923042
BA,biritinga,14,15603.0,0.8972633467922835
AC,tarauaca,42,46816.0,0.8971291866028709
MS,nova alvorada do sul,21,23409.0,0.8970908624887863
RN,acu,53,59099.0,0.8968002842687693
PI,nazare do piaui,6,6697.0,0.8959235478572496
CE,granja,50,55809.0,0.8959128455983801
CE,bela cruz,31,34613.0,0.895617253633028
CE,barreira,21,23474.0,0.8946067990116725
GO,quirinopolis,45,50329.0,0.8941167120348109
BA,lencois,10,11194.0,0.8933357155619082
SP,salto,126,141111.0,0.8929140889087315
MG,coronel fabriciano,97,108708.0,0.8922986348750782
PE,saire,10,11213.0,0.8918219923303309
RN,touros,31,34767.0,0.8916501279949377
AL,campo alegre,29,32558.0,0.8907181030775846
PE,cabo de santo agostinho,194,218049.0,0.8897082765800347
BA,mata de sao joao,40,44962.0,0.8896401405631422
AM,barreirinha,30,33722.0,0.8896269497657315
SP,guararema,29,32620.0,0.8890251379521766
MA,apicum-acu,16,18033.0,0.8872622414462374
BA,sao desiderio,31,34982.0,0.8861700303012978
SP,ubatuba,86,97096.0,0.8857213479443025
PA,sao joao de pirabas,19,21477.0,0.8846673185267961
CE,mauriti,42,47501.0,0.8841919117492264
MG,mariana,57,64506.0,0.883638731280811
BA,candeal,7,7940.0,0.8816120906801007
PI,francisco ayres,4,4548.0,0.8795074758135445
BA,caturama,8,9108.0,0.878348704435661
PB,boqueirao,16,18216.0,0.878348704435661
BA,catu,44,50109.0,0.8780857730148276
SP,tiete,34,38723.0,0.8780311442811766
PA,novo repartimento,56,63796.0,0.8777979810646435
SE,porto da folha,24,27348.0,0.8775778850372971
MA,palmeirandia,19,21657.0,0.8773144941589325
PR,rio negro,28,31951.0,0.8763418985321273
BA,ibipeba,15,17134.0,0.8754523170304658
MA,buriti,27,30866.0,0.8747489146633837
SP,ibate,29,33160.0,0.8745476477683956
PR,sao mateus do sul,38,43490.0,0.8737640836974018
SP,pitangueiras,30,34361.0,0.8730828555629929
SP,cardoso,10,11476.0,0.871383757406762
MG,andradas,37,42501.0,0.8705677513470271
PB,bananeiras,21,24134.0,0.8701417087925748
MG,monte alegre de minas,18,20708.0,0.8692292833687464
PE,sao jose do belmonte,32,36890.0,0.867443751694226
SC,sao bento do sul,76,87661.0,0.866976192377454
BA,valenca,78,90053.0,0.8661565966708494
MT,paranatinga,25,28870.0,0.8659508139937652
PE,carnaubeira da penha,11,12712.0,0.8653241032095658
MA,timon,158,182711.0,0.8647536273130791
PB,araruna,15,17360.0,0.8640552995391706
AC,sena madureira,38,44049.0,0.8626756566550886
MG,santa rosa da serra,3,3487.0,0.8603383997705765
SP,sao roque,70,81366.0,0.8603102032790109
BA,sao felipe,18,20923.0,0.8602972805047078
GO,padre bernardo,32,37207.0,0.8600532157927272
SP,pirassununga,65,75594.0,0.8598566023758499
MG,extrema,51,59336.0,0.8595119320479979
PA,portel,58,67580.0,0.858242083456644
CE,morada nova,56,65390.0,0.856400061171433
SP,pedreira,38,44385.0,0.8561450940633096
BA,barra do choca,33,38581.0,0.8553433036987118
RS,viamao,198,231996.0,0.8534629907412197
PA,vigia,46,54062.0,0.8508749213865562
MA,centro novo do maranhao,14,16477.0,0.8496692359045943
SP,vargem grande do sul,35,41256.0,0.8483614504556912
SP,morungaba,12,14147.0,0.8482363752032234
PB,queimadas,43,50698.0,0.8481596907175826
SP,arandu,6,7076.0,0.847936687394008
SP,santa cruz das palmeiras,25,29489.0,0.8477737461426295
MG,buritis,21,24779.0,0.8474918277573752
PR,cambe,94,110923.0,0.8474347069588815
GO,cocalzinho de goias,23,27196.0,0.8457126047948228
BA,ourolandia,17,20141.0,0.8440494513678567
TO,bandeirantes do tocantins,3,3555.0,0.8438818565400844
RN,parnamirim,229,271713.0,0.8428010437483668
RS,panambi,38,45102.0,0.8425346991264245
PE,passira,25,29744.0,0.8405056481979559
AP,vitoria do jari,10,11899.0,0.8404067568703253
MS,deodapolis,12,14317.0,0.8381644199203744
SC,penha,31,36995.0,0.8379510744695229
SP,leme,85,101537.0,0.8371332617666467
CE,itapaje,41,49073.0,0.8354899843090905
PE,belem de maria,9,10798.0,0.8334876829042416
PE,camocim de sao felix,15,18018.0,0.8325008325008325
AM,tabatinga,61,73348.0,0.8316518514478922
AM,boa vista do ramos,22,26479.0,0.8308470863703312
BA,santa rita de cassia,24,28890.0,0.8307372793354102
AL,traipu,20,24106.0,0.8296689620841284
SP,candido mota,25,30157.0,0.8289949265510496
PB,sao jose da lagoa tapada,6,7251.0,0.8274720728175423
SP,campo limpo paulista,66,79781.0,0.8272646369436333
BA,sao francisco do conde,34,41110.0,0.8270493797129652
BA,adustina,12,14510.0,0.8270158511371468
MG,pedralva,9,10891.0,0.8263703975759802
BA,teofilandia,18,21825.0,0.8247422680412372
CE,itapiuna,15,18197.0,0.8243116997307248
PR,guapirama,4,4857.0,0.8235536339304097
BA,dias d'avila,62,75296.0,0.8234169145771356
MS,paranhos,11,13368.0,0.8228605625374027
PE,santa maria do cambuca,12,14586.0,0.8227067050596463
