UF,MUNICIPIO_NORM,LEITOS_SUS,POPULAÇÃO ESTIMADA,LEITOS_TOTAL_PER_THOUSAND
SC,sao jose,789,295658.0,2.668623882999953
MG,cabo verde,30,11269.0,2.662170556393646
TO,silvanopolis,14,5259.0,2.6621030614185206
RS,tres passos,70,26304.0,2.6611922141119217
AL,sao miguel dos campos,142,53380.0,2.660172349194455
GO,montes claros de goias,24,9024.0,2.6595744680851063
PA,vitoria do xingu,44,16552.0,2.6582890285161915
RS,cacequi,30,11300.0,2.6548672566371683
RO,teixeiropolis,12,4521.0,2.6542800265428004
MG,iguatama,18,6782.0,2.6540843409023887
SP,ipua,39,14701.0,2.6528807564111285
PR,jussara,18,6786.0,2.6525198938992043
PR,uniao da vitoria,150,56560.0,2.6520509193776522
MT,nova mutum,168,63455.0,2.647545504688362
MA,sao joao batista,50,18889.0,2.647043252686749
TO,monte do carmo,15,5667.0,2.6469031233456857
RJ,duas barras,30,11355.0,2.642007926023778
RS,alegrete,196,74285.0,2.6384869085279665
MG,oliveira,107,40576.0,2.637026813880126
SC,mafra,151,57262.0,2.6370018511403726
GO,inaciolandia,16,6076.0,2.6333113890717574
MA,governador luiz rocha,19,7216.0,2.633037694013304
RN,passa e fica,30,11407.0,2.6299640571578853
SP,iacanga,28,10648.0,2.629601803155522
PR,wenceslau braz,51,19398.0,2.629137024435509
PI,nossa senhora dos remedios,23,8751.0,2.6282710547366017
RN,umarizal,28,10655.0,2.627874237447208
SP,ouroeste,28,10660.0,2.626641651031895
RS,antonio prado,35,13332.0,2.6252625262526252
RS,bom jesus,30,11429.0,2.6249015661912676
GO,crixas,46,17532.0,2.623773671001597
GO,itumbiara,297,113322.0,2.6208503203261504
MG,belo horizonte,6328,2415872.0,2.619344071209071
MT,cocalinho,17,6495.0,2.617397998460354
BA,palmas de monte alto,54,20666.0,2.612987515726314
RS,sao gabriel,157,60090.0,2.6127475453486437
MG,ribeirao vermelho,11,4217.0,2.6084894474745077
MA,sao francisco do brejao,24,9202.0,2.608128667680939
RR,sao joao da baliza,26,9969.0,2.6080850636974624
RS,tupancireta,53,20324.0,2.6077543790592403
AC,rio branco,1014,389001.0,2.6066771036578316
GO,piracanjuba,66,25373.0,2.6011902415953965
SP,miguelopolis,51,19621.0,2.5992558992915753
RO,nova uniao,17,6541.0,2.5989909799724815
PE,casinhas,35,13468.0,2.598752598752599
BA,vereda,16,6157.0,2.5986681825564397
RO,pimenteiras do oeste,6,2309.0,2.59852750108272
PB,pombal,88,33866.0,2.5984763479596054
MG,sao tiago,30,11559.0,2.5953802232026995
RO,mirante da serra,25,9657.0,2.588795692243968
RJ,cambuci,39,15069.0,2.588094764085208
MS,aquidauana,126,48689.0,2.5878535192754013
BA,tabocas do brejo velho,32,12368.0,2.58732212160414
RS,tapera,28,10824.0,2.5868440502586845
MA,paraibano,48,18589.0,2.582172252407338
RS,girua,42,16273.0,2.580962330240275
MG,campo do meio,30,11625.0,2.5806451612903225
AM,atalaia do norte,41,15889.0,2.5804015356535968
PA,tucurui,248,96119.0,2.5801350409388366
RS,casca,25,9698.0,2.5778511033202722
PB,teixeira,39,15129.0,2.577830656355344
PI,monsenhor hipolito,20,7762.0,2.5766555011594954
RR,boa vista,1250,485477.0,2.574787271075664
BA,una,47,18254.0,2.5747781308206417
BA,santa terezinha,28,10882.0,2.5730564234515714
BA,encruzilhada,50,19450.0,2.5706940874035986
PR,candoi,39,15174.0,2.5701858442071965
MT,mirassol d'oeste,71,27637.0,2.569019792307414
PR,londrina,1492,581382.0,2.5662989222232544
PA,bannach,11,4290.0,2.5641025641025643
GO,goiania,3854,1503256.0,2.5637682470583854
CE,iracema,37,14440.0,2.562326869806094
MG,jordania,27,10541.0,2.5614268096006074
BA,juazeiro,656,256122.0,2.5612793902905646
AL,maceio,2545,994952.0,2.5579123414998914
SC,irani,27,10560.0,2.5568181818181817
MG,matutina,10,3912.0,2.556237218813906
CE,fortaleza,6588,2578483.0,2.5549906669929565
CE,tabuleiro do norte,82,32122.0,2.5527675736255526
SC,porto uniao,86,33694.0,2.5523832136285396
PR,bandeirantes,81,31747.0,2.5514221816234604
PR,paranapoema,6,2352.0,2.5510204081632653
MS,caracol,13,5096.0,2.5510204081632653
CE,croata,46,18050.0,2.548476454293629
PB,paulista,31,12172.0,2.5468287873808744
ES,apiaca,19,7462.0,2.5462342535513267
RN,tenente ananias,27,10610.0,2.5447690857681433
MA,coelho neto,109,42841.0,2.5442916832006723
MA,caxias,416,163546.0,2.5436268695046045
BA,teixeira de freitas,391,153738.0,2.5432879314157852
PI,isaias coelho,20,7867.0,2.542265158256006
CE,monsenhor tabosa,45,17705.0,2.5416548997458346
PR,querencia do norte,27,10625.0,2.5411764705882356
CE,crato,353,139027.0,2.5390751436771275
RN,sao jose do serido,12,4733.0,2.5353898161842383
RN,sao rafael,20,7889.0,2.5351755609075926
MT,cuiaba,1751,691875.0,2.5308039747064135
MG,sao domingos do prata,45,17783.0,2.5305066636675475
CE,cedro,57,22564.0,2.526147846126573
SP,auriflama,35,13856.0,2.525981524249423
MG,cipotanea,14,5549.0,2.522977112993332
RJ,miguel pereira,71,28142.0,2.52291947978111
PE,sao jose do egito,82,32508.0,2.522456010828104
PA,castanhal,527,209126.0,2.520011858879336
RO,governador jorge teixeira,21,8340.0,2.5179856115107913
BA,jucurucu,25,9930.0,2.5176233635448138
BA,mucuge,32,12712.0,2.5173064820641913
MG,minas novas,60,23843.0,2.5164618546323867
SP,jales,126,50078.0,2.516074923119933
CE,ararenda,29,11532.0,2.514741588622962
SC,xanxere,138,54891.0,2.5140733453571626
PI,fronteiras,26,10344.0,2.5135344160866206
GO,piranhas,30,11940.0,2.512562814070352
MS,fatima do sul,54,21504.0,2.5111607142857144
SC,benedito novo,27,10757.0,2.5099934926094636
AL,santana do ipanema,119,47418.0,2.509595512252731
RS,agudo,41,16341.0,2.509026375374824
RJ,barra do pirai,247,98506.0,2.5074614744279535
MG,rio vermelho,32,12770.0,2.505873140172279
RJ,petropolis,739,294926.0,2.5057132975729504
AP,ferreira gomes,18,7184.0,2.5055679287305126
BA,nova canaa,35,13970.0,2.5053686471009304
MA,bernardo do mearim,15,5989.0,2.504591751544498
GO,edeia,30,11982.0,2.5037556334501754
BA,tanquinho,20,7991.0,2.5028156676260793
ES,laranja da terra,29,11597.0,2.5006467189790467
MS,novo horizonte do sul,12,4801.0,2.4994792751510104
MG,ferros,24,9603.0,2.4992189940643548
SE,propria,68,27213.0,2.498805717855437
RS,tapejara,63,25256.0,2.4944567627494454
SP,itapui,35,14035.0,2.493765586034913
SP,sao sebastiao da grama,26,10428.0,2.493287303413886
RS,rio grande,496,198935.0,2.4932766984190815
BA,central,42,16847.0,2.493025464474387
BA,mulungu do morro,34,13648.0,2.4912075029308323
MA,duque bacelar,26,10443.0,2.4897060231734174
MA,santa filomena do maranhao,17,6833.0,2.487926240304405
PE,cabrobo,79,31762.0,2.48724891379636
MA,moncao,71,28563.0,2.4857332913209396
ES,domingos martins,95,38236.0,2.4845695156397114
GO,joviania,18,7247.0,2.4837863943700844
PI,itaueira,26,10477.0,2.4816264197766538
CE,aiuaba,35,14115.0,2.479631597591215
GO,ouvidor,19,7665.0,2.478799739073712
AL,quebrangulo,28,11303.0,2.477218437582943
GO,rubiataba,50,20186.0,2.476964232636481
RO,cerejeiras,42,16966.0,2.4755393139219612
MG,barroso,51,20604.0,2.4752475247524752
BA,salvador,6344,2564204.0,2.4740621261022913
BA,ibirapua,23,9297.0,2.473916317091535
MG,cambuquira,31,12551.0,2.4699227153214887
MA,fortaleza dos nogueiras,32,12963.0,2.4685643755303555
SP,rinopolis,23,9334.0,2.4641097064495394
SC,ipumirim,20,8121.0,2.4627508927471986
RJ,varre-sai,26,10563.0,2.4614219445233365
BA,canudos,41,16693.0,2.456119331456299
MA,lago dos rodrigues,22,8962.0,2.454809194376255
RO,ministro andreazza,16,6519.0,2.454364166283172
RS,palmeira das missoes,84,34227.0,2.4542028223332455
SP,guara,46,18748.0,2.4535950501386816
PR,prudentopolis,125,50946.0,2.4535782985906645
ES,itapemirim,108,44020.0,2.453430258973194
PR,nova londrina,32,13074.0,2.4476059354443938
BA,serra dourada,43,17574.0,2.4467964037783085
PR,planalto,36,14722.0,2.4453199293574244
RS,roca sales,26,10646.0,2.4422318241593084
RS,dom pedrito,93,38080.0,2.4422268907563027
PR,lapa,112,45878.0,2.4412572474824534
MG,belo vale,22,9012.0,2.4411895250776743
MG,carbonita,21,8603.0,2.441008950366151
MG,monte azul,50,20497.0,2.4393813728838367
GO,castelandia,7,2871.0,2.4381748519679554
MA,buritirana,32,13125.0,2.438095238095238
CE,iguatu,250,102588.0,2.436932194798612
GO,edealina,10,4104.0,2.4366471734892787
SP,paulo de faria,18,7390.0,2.4357239512855213
RN,tibau,14,5748.0,2.4356297842727908
SP,sao simao,33,13560.0,2.433628318584071
BA,itororo,41,16849.0,2.433378835539201
PE,surubim,165,67821.0,2.432874773300305
PI,angical do piaui,17,6991.0,2.431697897296524
MG,malacacheta,43,17691.0,2.4306144367192357
MA,sao domingos do azeitao,20,8236.0,2.4283632831471587
MA,feira nova do maranhao,20,8237.0,2.428068471530897
MG,mar de espanha,32,13180.0,2.4279210925644916
AM,itamarati,29,11956.0,2.425560388089662
SP,parapua,26,10720.0,2.425373134328358
BA,ilheus,458,189149.0,2.4213715113481964
PR,cruzeiro do sul,11,4543.0,2.4213075060532687
RN,angicos,29,11985.0,2.419691280767626
RO,ji-parana,339,140101.0,2.4196829430196787
SC,rio negrinho,97,40132.0,2.4170238213894146
SC,capinzal,59,24414.0,2.4166461866142375
SP,chavantes,30,12415.0,2.4164317358034633
PE,solidao,13,5386.0,2.4136650575566283
RS,ijui,212,87848.0,2.4132592660049172
RS,tapes,36,14920.0,2.412868632707775
PB,lastro,8,3316.0,2.4125452352231602
PR,mallet,33,13681.0,2.4121043783349174
CE,ubajara,83,34424.0,2.4111085289333025
SP,ribeirao preto,1764,731639.0,2.4110251093777126
PI,sao goncalo do piaui,12,4985.0,2.407221664994985
MG,manga,46,19148.0,2.4023396699394195
RJ,sao joao da barra,93,38740.0,2.400619514713475
RJ,quatis,34,14165.0,2.400282386163078
SP,sao miguel arcanjo,79,32924.0,2.399465435548536
RS,jaquirana,9,3751.0,2.3993601706211676
MS,figueirao,9,3751.0,2.3993601706211676
CE,deputado irapuan pinheiro,22,9173.0,2.3983429630437154
PA,aurora do para,58,24193.0,2.3973876741206133
CE,crateus,192,80130.0,2.3961063272182703
RJ,rio claro,43,17951.0,2.3954097264776335
MG,vazante,49,20459.0,2.395033970379784
PI,buriti dos montes,18,7517.0,2.3945723027803645
SP,riolandia,25,10444.0,2.3937188816545385
SC,lauro muller,35,14628.0,2.392671588733935
AL,paulo jacinto,16,6691.0,2.391271857719324
RS,espumoso,37,15478.0,2.3904897273549555
RN,poco branco,30,12565.0,2.38758456028651
MG,teofilo otoni,341,142851.0,2.3871026454137527
SP,itaporanga,34,14245.0,2.386802386802387
SP,salto grande,22,9221.0,2.3858583667714997
RS,santiago,120,50336.0,2.3839796567069294
RJ,saquarema,227,95315.0,2.3815768766720873
BA,serrolandia,33,13863.0,2.3804371348193034
AM,alvaraes,40,16806.0,2.380102344400809
BA,jussiape,18,7567.0,2.3787498348090392
CE,farias brito,44,18498.0,2.3786355281652067
MG,ipanema,48,20181.0,2.3784748030325553
RS,santa rosa,189,79488.0,2.377717391304348
PI,palmeira do piaui,12,5047.0,2.3776500891618784
MA,lago da pedra,109,45865.0,2.376539845197863
RJ,arraial do cabo,78,32822.0,2.3764548168911097
PR,pitanga,82,34527.0,2.3749529353839023
MT,general carneiro,15,6319.0,2.3737933217281215
MG,delfinopolis,21,8851.0,2.3726132640379616
PR,nova aurora,34,14331.0,2.3724792408066433
GO,goianapolis,35,14758.0,2.3715950670822608
MA,joao lisboa,60,25311.0,2.370510845087116
MA,barra do corda,208,87757.0,2.370181296078945
PR,guairaca,16,6762.0,2.3661638568470864
MA,alto alegre do maranhao,58,24528.0,2.364644487932159
MT,araputanga,35,14805.0,2.3640661938534278
MS,iguatemi,33,13960.0,2.3638968481375358
BA,itaquara,20,8464.0,2.3629489603024574
PA,redencao,219,92694.0,2.362612466826332
BA,andarai,32,13545.0,2.3624953857512
TO,guarai,61,25831.0,2.361503619681778
AL,sao jose da laje,50,21180.0,2.360717658168083
BA,itaparica,48,20353.0,2.358374686778362
GO,itaucu,18,7636.0,2.357255107386066
MG,dores do indaia,30,12730.0,2.356637863315004
RO,vale do paraiso,16,6790.0,2.3564064801178204
MG,alpinopolis,44,18673.0,2.3563433834948855
GO,santo antonio de goias,19,8066.0,2.3555665757500623
GO,sao miguel do passa quatro,11,4671.0,2.354956112181546
RS,cerro largo,33,14014.0,2.3547880690737832
MA,cantanhede,59,25059.0,2.354443513308592
MG,matipo,45,19115.0,2.3541721161391576
PE,macaparana,58,24642.0,2.3537050564077595
PE,caruaru,954,405408.0,2.353184939616386
PR,vere,19,8077.0,2.3523585489662002
PE,alagoinha,34,14460.0,2.351313969571231
MG,joaima,33,14035.0,2.351264695404346
PE,salgueiro,155,65946.0,2.3504079095017136
TO,pedro afonso,35,14895.0,2.3497818059751596
RO,presidente medici,48,20443.0,2.3479919776940763
PR,cruz machado,37,15759.0,2.347864712227933
MT,nova olimpia,38,16204.0,2.3450999753147372
MG,pote,32,13649.0,2.3444941021320242
SC,brusque,364,155307.0,2.343744969640776
MG,carlos chagas,44,18783.0,2.342543789596976
AM,fonte boa,66,28227.0,2.3381868423849506
ES,barra de sao francisco,106,45415.0,2.334030606627766
BA,condeuba,41,17567.0,2.3339215574657026
PI,demerval lobao,40,17139.0,2.3338584514849177
RS,sao sebastiao do cai,58,24898.0,2.3295043778616757
PE,barreiros,98,42083.0,2.3287313166836965
MG,gurinhata,12,5154.0,2.328288707799767
PR,irati,142,61004.0,2.3277162153301423
GO,sao domingos,22,9457.0,2.3263191286877443
SP,iepe,18,7739.0,2.3258818968859023
MG,itau de minas,34,14634.0,2.3233565668990024
MG,guaraciaba,23,9901.0,2.322997677002323
RN,caico,147,63338.0,2.320881619249108
BA,ipupiara,24,10349.0,2.3190646439269496
GO,cachoeira dourada,18,7762.0,2.3189899510435454
RN,felipe guerra,15,6472.0,2.317676143386897
RJ,campos dos goytacazes,1203,519259.0,2.316762925630562
MG,pedra azul,58,25045.0,2.315831503294071
PB,santa rita,372,160852.0,2.3126849526272597
ES,joao neiva,33,14295.0,2.308499475341028
BA,baixa grande,43,18628.0,2.3083530169637103
GO,campo alegre de goias,18,7807.0,2.3056231587037272
BA,alcobaca,59,25601.0,2.304597476661068
PE,santa cruz,33,14342.0,2.300934318783991
RS,mata,11,4782.0,2.300292764533668
MA,sao pedro da agua branca,34,14786.0,2.2994724739618557
BA,seabra,112,48721.0,2.2988033907350016
RS,rolante,50,21752.0,2.2986392055902902
AM,silves,29,12619.0,2.2981218797052065
SC,presidente getulio,50,21764.0,2.2973718066531887
PB,agua branca,22,9580.0,2.2964509394572024
GO,monte alegre de goias,15,6534.0,2.295684113865932
TO,colmeia,21,9155.0,2.2938285090114694
PR,centenario do sul,25,10903.0,2.2929468953499037
MA,governador archer,24,10476.0,2.2909507445589923
MG,padre paraiso,40,17463.0,2.2905571780335565
SC,tres barras,47,20525.0,2.289890377588307
RJ,santo antonio de padua,100,43697.0,2.2884866237956842
CE,baturite,85,37147.0,2.2882063154494308
PI,monte alegre do piaui,25,10928.0,2.287701317715959
GO,buriti alegre,25,10930.0,2.2872827081427265
MG,salto da divisa,14,6126.0,2.285341168788769
BA,aracatu,33,14440.0,2.285318559556787
BA,caatiba,14,6128.0,2.284595300261097
PR,guarapuava,433,189630.0,2.2833939777461376
MA,alto parnaiba,26,11392.0,2.282303370786517
BA,urandi,36,15776.0,2.281947261663286
RO,jaru,127,55682.0,2.2808088789914156
RS,esteio,178,78144.0,2.277846027846028
SP,florida paulista,30,13175.0,2.2770398481973433
SC,maravilha,70,30743.0,2.2769410922811697
RS,palmares do sul,30,13189.0,2.2746227917203727
MT,agua boa,73,32099.0,2.2742141499735196
MA,governador newton bello,25,10993.0,2.2741744746656964
PA,agua azul do norte,40,17596.0,2.273243919072516
SP,bernardino de campos,27,11881.0,2.272535981819712
PA,braganca,301,132489.0,2.2718867226713164
PB,brejo do cruz,32,14095.0,2.270308620078042
SP,cajuru,55,24233.0,2.2696323195642307
MT,brasnorte,40,17645.0,2.266931141966563
SP,caraguatatuba,322,142248.0,2.263652213036387
RS,soledade,70,30939.0,2.2625165648534216
PA,belem,3161,1397315.0,2.2621957110601403
PA,tucuma,97,42883.0,2.261968612270597
BA,guanambi,211,93488.0,2.256974157111073
SP,itu,395,175047.0,2.256536815826607
MG,caldas,33,14628.0,2.2559474979491387
BA,canapolis,24,10641.0,2.2554271215111363
MG,carai,44,19511.0,2.2551381272102917
MG,gouveia,26,11536.0,2.2538141470180304
PA,sapucaia,14,6212.0,2.2537025112685125
PB,sao vicente do serido,24,10652.0,2.253098009763425
CE,assare,50,22195.0,2.2527596305474207
MG,pocrane,19,8438.0,2.2517184166864186
GO,campos belos,41,18227.0,2.2494102156141986
MG,medina,46,20455.0,2.2488389146907846
PR,manoel ribas,33,14675.0,2.2487223168654173
PR,nova esperanca do sudoeste,13,5783.0,2.247968182604185
TO,paraiso do tocantins,125,55704.0,2.244004021255206
MS,coxim,75,33440.0,2.242822966507177
MA,riachao,51,22740.0,2.2427440633245386
MA,pocao de pedras,39,17394.0,2.242152466367713
MG,bom jesus do galho,33,14719.0,2.242000135878796
RO,alta floresta d'oeste,51,22787.0,2.2381182253039014
PR,matelandia,43,19223.0,2.236903709098476
PR,capitao leonidas marques,33,14776.0,2.233351380617217
PA,santana do araguaia,68,30455.0,2.2328024954851418
GO,rio quente,9,4033.0,2.2315893875526904
PE,bezerros,145,65007.0,2.2305290199516974
BA,wanderley,30,13460.0,2.2288261515601784
RS,sao sepe,48,21551.0,2.2272748364345043
SC,papanduva,44,19769.0,2.2257069148667106
SP,colina,42,18880.0,2.2245762711864407
MG,itamarandiba,76,34210.0,2.2215726395790707
AC,santa rosa do purus,16,7217.0,2.2169876680060967
TO,palmas,727,328499.0,2.2130965391066644
RO,urupa,25,11314.0,2.2096517588827997
SC,turvo,30,13604.0,2.2052337547780065
BA,jaguaquara,105,47624.0,2.2047707038468
AM,anama,22,9981.0,2.2041879571185254
RS,osorio,108,48999.0,2.204126614828874
MG,montalvania,31,14068.0,2.2035825988058004
MG,monte carmelo,109,49500.0,2.202020202020202
SC,tubarao,257,116725.0,2.2017562647247804
RS,montenegro,146,66352.0,2.2003858210754763
GO,jandaia,14,6365.0,2.199528672427337
CE,hidrolandia,40,18186.0,2.1994941163532387
RJ,carmo,39,17741.0,2.1982977284256804
SP,angatuba,54,24573.0,2.1975338786472958
CE,catarina,20,9110.0,2.1953896816684964
PE,taquaritinga do norte,56,25511.0,2.195131511896829
MT,sao felix do araguaia,32,14604.0,2.1911804984935634
RS,jaguarao,60,27396.0,2.190100744634253
PI,piracuruca,65,29721.0,2.1870058208001075
BA,mutuipe,45,20590.0,2.1855269548324427
TO,taguatinga,31,14199.0,2.1832523417142053
AP,calcoene,25,11461.0,2.1813105313672456
GO,cristianopolis,8,3670.0,2.1798365122615806
CE,itaicaba,17,7801.0,2.1792077938725805
CE,araripe,44,20194.0,2.178865009408735
RJ,volta redonda,609,279971.0,2.1752252911908734
RJ,santa maria madalena,23,10580.0,2.1739130434782608
RS,santo cristo,34,15667.0,2.170166592200166
RN,carnauba dos dantas,18,8296.0,2.1697203471552555
MG,bom sucesso,38,17515.0,2.1695689409077934
SP,sao bento do sapucai,26,11989.0,2.168654600050046
RO,itapua do oeste,20,9228.0,2.167316861725184
PR,pato branco,212,97821.0,2.1672238067490617
RS,quarai,52,23995.0,2.167118149614503
BA,esplanada,74,34163.0,2.16608611655885
PR,goioere,65,30025.0,2.1648626144879266
BA,vitoria da conquista,858,396613.0,2.163317894269729
MG,passos,253,116951.0,2.1632991594770457
MG,cristina,23,10643.0,2.16104481819036
BA,uibai,30,13886.0,2.1604493734696817
SC,florianopolis,1269,587486.0,2.1600514735670298
PI,amarante,38,17594.0,2.1598272138228944
MA,davinopolis,32,14828.0,2.158079309414621
CE,alto santo,31,14372.0,2.1569718897856944
PI,paes landim,9,4176.0,2.155172413793103
MG,pains,18,8353.0,2.1549144020112534
PE,araripina,195,90504.0,2.1546009016176084
CE,senador pompeu,54,25108.0,2.150708937390473
MG,uba,231,107423.0,2.150377479683122
PI,pedro ii,84,39072.0,2.14987714987715
BA,medeiros neto,49,22801.0,2.1490285513793252
AC,mancio lima,44,20479.0,2.148542409297329
RJ,sao jose do vale do rio preto,49,22813.0,2.1478981282602025
RO,sao felipe d'oeste,12,5588.0,2.1474588403722263
BA,cacule,50,23293.0,2.146567638346284
MG,canapolis,23,10716.0,2.1463232549458757
CE,potengi,19,8854.0,2.1459227467811157
RS,formigueiro,14,6527.0,2.144936417956182
RN,sao vicente,14,6530.0,2.1439509954058193
RO,cujubim,34,15877.0,2.1414624929142785
AL,pao de acucar,52,24291.0,2.1407105512329667
RJ,armacao dos buzios,91,42527.0,2.1398170573988287
SC,abelardo luz,38,17767.0,2.138796645466314
MG,conselheiro pena,45,21052.0,2.1375641269238077
MG,sao lourenco,100,46868.0,2.1336519586924982
BA,jiquirica,30,14063.0,2.13325748417834
SC,jaguaruna,46,21570.0,2.132591562355123
CE,antonina do norte,16,7507.0,2.131344078859731
PE,pocao,23,10792.0,2.1312083024462565
MA,lagoa do mato,23,10806.0,2.1284471589857485
PB,natuba,19,8935.0,2.1264689423615
RO,vilhena,233,109651.0,2.1249236213076035
RO,alto alegre dos parecis,26,12237.0,2.124703767263218
PR,coronel vivida,51,24010.0,2.12411495210329
PE,saloa,30,14125.0,2.1238938053097347
AM,eirunepe,76,35793.0,2.1233202022741877
SC,luiz alves,26,12246.0,2.1231422505307855
AM,japura,20,9420.0,2.1231422505307855
SP,bauru,834,392947.0,2.1224236347395453
MA,timbiras,58,27328.0,2.1223653395784545
RS,bom principio,29,13665.0,2.1222100256128797
MG,serro,48,22624.0,2.1216407355021216
CE,potiretama,13,6128.0,2.1214099216710185
MG,jequitinhonha,52,24516.0,2.121063795072606
GO,barro alto,23,10853.0,2.119229706072054
MG,almenara,89,42019.0,2.118089435731455
RN,cerro cora,24,11334.0,2.1175224986765486
SP,paraguacu paulista,89,42049.0,2.116578277723608
SC,sao miguel do oeste,101,47724.0,2.1163355963456545
RN,parelhas,47,22242.0,2.113119323801816
PE,paranatama,27,12778.0,2.1130067303177333
CE,sao luis do curu,23,10888.0,2.112417340191036
SC,irineopolis,22,10427.0,2.109906972283495
MA,jatoba,16,7593.0,2.107204003687607
PR,joaquim tavora,26,12341.0,2.10679847662264
MA,viana,112,53176.0,2.1062133293214984
CE,ibiapina,52,24689.0,2.106201142209081
SP,serrana,96,45580.0,2.106186924089513
MG,francisco sa,50,23753.0,2.1049972635035576
CE,quixada,187,88846.0,2.104765549377575
MA,governador eugenio barros,30,14264.0,2.1031968592260237
MA,coroata,129,61337.0,2.1031351386601886
CE,missao velha,82,38997.0,2.102725850706465
GO,sanclerlandia,17,8085.0,2.102659245516388
BA,itacare,62,29496.0,2.1019799294819634
PR,santa isabel do ivai,19,9043.0,2.1010726528806813
MA,sucupira do norte,22,10471.0,2.101040970298921
PB,ibiara,12,5713.0,2.100472606336426
MA,serrano do maranhao,22,10475.0,2.100238663484487
PI,agua branca,38,18095.0,2.1000276319425257
RJ,niteroi,1085,516787.0,2.0995110171114986
PB,igaracy,12,5719.0,2.0982689281342894
RS,santa maria,592,282395.0,2.0963543972095824
BA,tapiramuta,34,16226.0,2.0954024405275486
RN,coronel joao pessoa,9,4297.0,2.094484524086572
SP,queluz,19,9074.0,2.0938946440379103
PI,santa filomena,13,6210.0,2.0933977455716586
PR,altonia,39,18634.0,2.09294837394011
BA,mortugaba,24,11477.0,2.091138799337806
RS,tramandai,118,56430.0,2.0910863016126173
MS,mundo novo,42,20087.0,2.0909045651416336
GO,lagoa santa,3,1435.0,2.0905923344947737
ES,sao mateus,281,134423.0,2.0904160746300855
RS,sao marcos,45,21549.0,2.0882639565641097
MT,juruena,21,10057.0,2.0880978422988963
BA,sebastiao laranjeiras,20,9581.0,2.0874647740319383
CE,ipaumirim,26,12459.0,2.086844851111646
BA,barra do mendes,30,14376.0,2.0868113522537564
PI,buriti dos lopes,42,20130.0,2.0864381520119224
PR,assis chateaubriand,80,38357.0,2.08566884792867
AP,macapa,1021,489676.0,2.085052156936423
SC,catanduvas,23,11033.0,2.0846551255324934
RJ,bom jardim,62,29758.0,2.0834733517037436
MA,sao raimundo do doca bezerra,12,5761.0,2.0829717063009894
PR,floresta,24,11522.0,2.0829717063009894
SP,penapolis,132,63426.0,2.081165452653486
MA,sao joao do paraiso,21,10091.0,2.081062332771777
MG,campestre,44,21155.0,2.079886551642638
BA,candido sales,55,26469.0,2.0779024519248934
MT,sorriso,259,124665.0,2.0775678819235552
MA,central do maranhao,15,7220.0,2.0775623268698062
MG,curvelo,175,84297.0,2.0759932144678936
MT,peixoto de azevedo,70,33754.0,2.073828287017835
AL,colonia leopoldina,33,15915.0,2.0735155513666355
PR,terra rica,31,14961.0,2.072054007085088
CE,jucas,51,24624.0,2.0711500974658867
PI,manoel emidio,11,5315.0,2.0696142991533395
MG,brumadinho,85,41090.0,2.068629836943295
PR,sao joao do ivai,22,10639.0,2.0678635210076135
RS,cruz alta,125,60454.0,2.067687828762365
MA,axixa,25,12091.0,2.067653626664461
GO,itaguaru,10,4837.0,2.067397146991937
GO,minacu,55,26616.0,2.0664262097986175
MA,lago do junco,20,9687.0,2.064622690203365
PR,itaipulandia,25,12116.0,2.0633872565203037
AL,delmiro gouveia,109,52845.0,2.0626360109754946
RN,santo antonio,47,22793.0,2.0620365901811963
BA,bom jesus da lapa,142,68866.0,2.0619754305462785
SC,seara,40,19399.0,2.061961956801897
MA,sitio novo,36,17464.0,2.061383417315621
PE,afranio,40,19409.0,2.060899582667835
SP,santo anastacio,37,17960.0,2.0601336302895326
RS,butia,40,19421.0,2.0596261778487204
RN,pedro avelino,13,6312.0,2.0595690747782003
MG,maria da fe,30,14567.0,2.059449440516235
RS,canoas,741,359840.0,2.0592485549132946
PR,cascavel,758,368195.0,2.0586917258517907
SC,imarui,25,12150.0,2.05761316872428
SP,promissao,74,35973.0,2.0570983793400606
PR,pinhais,270,131255.0,2.0570644927812274
MA,boa vista do gurupi,16,7781.0,2.0562909651715717
PR,candido de abreu,31,15081.0,2.0555666069889265
PR,campo mourao,214,104122.0,2.0552813046234224
PI,rio grande do piaui,12,5845.0,2.0530367835757057
GO,rialma,26,12665.0,2.052901697591788
SP,pereira barreto,50,24360.0,2.052545155993432
BA,itapetinga,141,68724.0,2.0516850008730576
MA,santo antonio dos lopes,30,14628.0,2.0508613617719442
SP,guaratingueta,250,121916.0,2.0505922110305455
SC,rio dos cedros,23,11218.0,2.050276341593867
RN,currais novos,88,42922.0,2.0502306509482318
SC,ipora do oeste,20,9759.0,2.049390306383851
SC,videira,121,59074.0,2.048278430443173
MG,lambari,43,21010.0,2.0466444550214185
BA,santaluz,82,40066.0,2.046623071931313
AL,batalha,35,17103.0,2.046424603870666
MG,aracuai,72,35185.0,2.0463265596134717
CE,acopiara,94,45937.0,2.0462807758451795
RN,serra de sao bento,12,5866.0,2.0456870098874873
GO,vianopolis,32,15644.0,2.0455126566095627
MG,pirapora,118,57713.0,2.044600003465424
AL,murici,53,25926.0,2.0442798734860754
RN,santana do matos,26,12722.0,2.043703820154064
PE,terezinha,14,6853.0,2.042900919305414
MA,santa quiteria do maranhao,50,24495.0,2.0412329046744233
